route_id,service_id,trip_id,trip_headsign,direction_id,shape_id
102,WD,T000159,Kabuga–Nyabugogo (Off-peak),0,SHP_102
102,WD,T000160,Kabuga–Nyabugogo (Off-peak),0,SHP_102
102,WD,T000161,Kabuga–Nyabugogo (Off-peak),0,SHP_102
102,WD,T000162,Kabuga–Nyabugogo (Peak),0,SHP_102
102,WD,T000163,Kabuga–Nyabugogo (Peak),0,SHP_102
102,WD,T000164,Kabuga–Nyabugogo (Peak),0,SHP_102
102,WD,T000165,Kabuga–Nyabugogo (Peak),0,SHP_102
102,WD,T000166,Kabuga–Nyabugogo (Peak),0,SHP_102
102,WD,T000167,Kabuga–Nyabugogo (Peak),0,SHP_102
102,WD,T000168,Kabuga–Nyabugogo (Peak),0,SHP_102
102,WD,T000169,Kabuga–Nyabugogo (Peak),0,SHP_102
102,WD,T000170,Kabuga–Nyabugogo (Peak),0,SHP_102
102,WD,T000171,Kabuga–Nyabugogo (Peak),0,SHP_102
102,WD,T000172,Kabuga–Nyabugogo (Peak),0,SHP_102
102,WD,T000173,Kabuga–Nyabugogo (Peak),0,SHP_102
102,WD,T000174,Kabuga–Nyabugogo (Peak),0,SHP_102
102,WD,T000175,Kabuga–Nyabugogo (Peak),0,SHP_102
102,WD,T000176,Kabuga–Nyabugogo (Peak),0,SHP_102
102,WD,T000177,Kabuga–Nyabugogo (Peak),0,SHP_102
102,WD,T000178,Kabuga–Nyabugogo (Peak),0,SHP_102
102,WD,T000179,Kabuga–Nyabugogo (Peak),0,SHP_102
102,WD,T000180,Kabuga–Nyabugogo (Off-peak),0,SHP_102
102,WD,T000181,Kabuga–Nyabugogo (Off-peak),0,SHP_102
102,WD,T000182,Kabuga–Nyabugogo (Off-peak),0,SHP_102
102,WD,T000183,Kabuga–Nyabugogo (Off-peak),0,SHP_102
102,WD,T000184,Kabuga–Nyabugogo (Off-peak),0,SHP_102
102,WD,T000185,Kabuga–Nyabugogo (Off-peak),0,SHP_102
102,SAT,T000186,Kabuga–Nyabugogo (Off-peak),0,SHP_102
102,SAT,T000187,Kabuga–Nyabugogo (Off-peak),0,SHP_102
102,SAT,T000188,Kabuga–Nyabugogo (Off-peak),0,SHP_102
102,SAT,T000189,Kabuga–Nyabugogo (Off-peak),0,SHP_102
102,SAT,T000190,Kabuga–Nyabugogo (Off-peak),0,SHP_102
102,SAT,T000191,Kabuga–Nyabugogo (Off-peak),0,SHP_102
102,SAT,T000192,Kabuga–Nyabugogo (Off-peak),0,SHP_102
102,SAT,T000193,Kabuga–Nyabugogo (Off-peak),0,SHP_102
102,SAT,T000194,Kabuga–Nyabugogo (Off-peak),0,SHP_102
102,SAT,T000195,Kabuga–Nyabugogo (Off-peak),0,SHP_102
102,SAT,T000196,Kabuga–Nyabugogo (Off-peak),0,SHP_102
102,SAT,T000197,Kabuga–Nyabugogo (Off-peak),0,SHP_102
102,SAT,T000198,Kabuga–Nyabugogo (Off-peak),0,SHP_102
102,SAT,T000199,Kabuga–Nyabugogo (Off-peak),0,SHP_102
102,SAT,T000200,Kabuga–Nyabugogo (Off-peak),0,SHP_102
102,SAT,T000201,Kabuga–Nyabugogo (Off-peak),0,SHP_102
102,SAT,T000202,Kabuga–Nyabugogo (Off-peak),0,SHP_102
102,SAT,T000203,Kabuga–Nyabugogo (Off-peak),0,SHP_102
102,SAT,T000204,Kabuga–Nyabugogo (Off-peak),0,SHP_102
102,SAT,T000205,Kabuga–Nyabugogo (Off-peak),0,SHP_102
102,SAT,T000206,Kabuga–Nyabugogo (Off-peak),0,SHP_102
102,SAT,T000207,Kabuga–Nyabugogo (Off-peak),0,SHP_102
102,SAT,T000208,Kabuga–Nyabugogo (Off-peak),0,SHP_102
102,SAT,T000209,Kabuga–Nyabugogo (Off-peak),0,SHP_102
102,SAT,T000210,Kabuga–Nyabugogo (Off-peak),0,SHP_102
102,SAT,T000211,Kabuga–Nyabugogo (Off-peak),0,SHP_102
102,SAT,T000212,Kabuga–Nyabugogo (Off-peak),0,SHP_102
102,SAT,T000213,Kabuga–Nyabugogo (Off-peak),0,SHP_102
102,SAT,T000214,Kabuga–Nyabugogo (Off-peak),0,SHP_102
102,SAT,T000215,Kabuga–Nyabugogo (Off-peak),0,SHP_102
102,SAT,T000216,Kabuga–Nyabugogo (Off-peak),0,SHP_102
102,SAT,T000217,Kabuga–Nyabugogo (Off-peak),0,SHP_102
102,SAT,T000218,Kabuga–Nyabugogo (Off-peak),0,SHP_102
102,SUN,T000219,Kabuga–Nyabugogo (Off-peak),0,SHP_102
102,SUN,T000220,Kabuga–Nyabugogo (Off-peak),0,SHP_102
102,SUN,T000221,Kabuga–Nyabugogo (Off-peak),0,SHP_102
102,SUN,T000222,Kabuga–Nyabugogo (Off-peak),0,SHP_102
102,SUN,T000223,Kabuga–Nyabugogo (Off-peak),0,SHP_102
102,SUN,T000224,Kabuga–Nyabugogo (Off-peak),0,SHP_102
102,SUN,T000225,Kabuga–Nyabugogo (Off-peak),0,SHP_102
102,SUN,T000226,Kabuga–Nyabugogo (Off-peak),0,SHP_102
102,SUN,T000227,Kabuga–Nyabugogo (Off-peak),0,SHP_102
102,SUN,T000228,Kabuga–Nyabugogo (Off-peak),0,SHP_102
102,SUN,T000229,Kabuga–Nyabugogo (Off-peak),0,SHP_102
102,SUN,T000230,Kabuga–Nyabugogo (Off-peak),0,SHP_102
102,SUN,T000231,Kabuga–Nyabugogo (Off-peak),0,SHP_102
102,SUN,T000232,Kabuga–Nyabugogo (Off-peak),0,SHP_102
102,SUN,T000233,Kabuga–Nyabugogo (Off-peak),0,SHP_102
102,SUN,T000234,Kabuga–Nyabugogo (Off-peak),0,SHP_102
102,SUN,T000235,Kabuga–Nyabugogo (Off-peak),0,SHP_102
102,SUN,T000236,Kabuga–Nyabugogo (Off-peak),0,SHP_102
102,SUN,T000237,Kabuga–Nyabugogo (Off-peak),0,SHP_102
102,SUN,T000238,Kabuga–Nyabugogo (Off-peak),0,SHP_102
102,SUN,T000239,Kabuga–Nyabugogo (Off-peak),0,SHP_102
102,SUN,T000240,Kabuga–Nyabugogo (Off-peak),0,SHP_102
103,WD,T000241,Downtown–Kabeza–Rubirizi (Off-peak),0,SHP_103
103,WD,T000242,Downtown–Kabeza–Rubirizi (Off-peak),0,SHP_103
103,WD,T000243,Downtown–Kabeza–Rubirizi (Peak),0,SHP_103
103,WD,T000244,Downtown–Kabeza–Rubirizi (Peak),0,SHP_103
103,WD,T000245,Downtown–Kabeza–Rubirizi (Peak),0,SHP_103
103,WD,T000246,Downtown–Kabeza–Rubirizi (Peak),0,SHP_103
103,WD,T000247,Downtown–Kabeza–Rubirizi (Peak),0,SHP_103
103,WD,T000248,Downtown–Kabeza–Rubirizi (Peak),0,SHP_103
103,WD,T000249,Downtown–Kabeza–Rubirizi (Peak),0,SHP_103
103,WD,T000250,Downtown–Kabeza–Rubirizi (Peak),0,SHP_103
103,WD,T000251,Downtown–Kabeza–Rubirizi (Peak),0,SHP_103
103,WD,T000252,Downtown–Kabeza–Rubirizi (Peak),0,SHP_103
103,WD,T000253,Downtown–Kabeza–Rubirizi (Peak),0,SHP_103
103,WD,T000254,Downtown–Kabeza–Rubirizi (Peak),0,SHP_103
103,WD,T000255,Downtown–Kabeza–Rubirizi (Peak),0,SHP_103
103,WD,T000256,Downtown–Kabeza–Rubirizi (Peak),0,SHP_103
103,WD,T000257,Downtown–Kabeza–Rubirizi (Peak),0,SHP_103
103,WD,T000258,Downtown–Kabeza–Rubirizi (Peak),0,SHP_103
103,WD,T000259,Downtown–Kabeza–Rubirizi (Peak),0,SHP_103
103,WD,T000260,Downtown–Kabeza–Rubirizi (Peak),0,SHP_103
103,WD,T000261,Downtown–Kabeza–Rubirizi (Off-peak),0,SHP_103
103,WD,T000262,Downtown–Kabeza–Rubirizi (Off-peak),0,SHP_103
103,WD,T000263,Downtown–Kabeza–Rubirizi (Off-peak),0,SHP_103
103,WD,T000264,Downtown–Kabeza–Rubirizi (Off-peak),0,SHP_103
103,WD,T000265,Downtown–Kabeza–Rubirizi (Off-peak),0,SHP_103
103,WD,T000266,Downtown–Kabeza–Rubirizi (Off-peak),0,SHP_103
103,WD,T000267,Downtown–Kabeza–Rubirizi (Off-peak),0,SHP_103
103,WD,T000268,Downtown–Kabeza–Rubirizi (Off-peak),0,SHP_103
103,WD,T000269,Downtown–Kabeza–Rubirizi (Off-peak),0,SHP_103
103,WD,T000270,Downtown–Kabeza–Rubirizi (Off-peak),0,SHP_103
103,WD,T000271,Downtown–Kabeza–Rubirizi (Off-peak),0,SHP_103
103,WD,T000272,Downtown–Kabeza–Rubirizi (Off-peak),0,SHP_103
103,WD,T000273,Downtown–Kabeza–Rubirizi (Off-peak),0,SHP_103
103,WD,T000274,Downtown–Kabeza–Rubirizi (Off-peak),0,SHP_103
103,WD,T000275,Downtown–Kabeza–Rubirizi (Off-peak),0,SHP_103
103,WD,T000276,Downtown–Kabeza–Rubirizi (Off-peak),0,SHP_103
103,WD,T000277,Downtown–Kabeza–Rubirizi (Off-peak),0,SHP_103
103,WD,T000278,Downtown–Kabeza–Rubirizi (Off-peak),0,SHP_103
103,WD,T000279,Downtown–Kabeza–Rubirizi (Off-peak),0,SHP_103
103,WD,T000280,Downtown–Kabeza–Rubirizi (Off-peak),0,SHP_103
103,WD,T000281,Downtown–Kabeza–Rubirizi (Off-peak),0,SHP_103
103,WD,T000282,Downtown–Kabeza–Rubirizi (Peak),0,SHP_103
103,WD,T000283,Downtown–Kabeza–Rubirizi (Peak),0,SHP_103
103,WD,T000284,Downtown–Kabeza–Rubirizi (Peak),0,SHP_103
103,WD,T000285,Downtown–Kabeza–Rubirizi (Peak),0,SHP_103
103,WD,T000286,Downtown–Kabeza–Rubirizi (Peak),0,SHP_103
103,WD,T000287,Downtown–Kabeza–Rubirizi (Peak),0,SHP_103
103,WD,T000288,Downtown–Kabeza–Rubirizi (Peak),0,SHP_103
103,WD,T000289,Downtown–Kabeza–Rubirizi (Peak),0,SHP_103
103,WD,T000290,Downtown–Kabeza–Rubirizi (Peak),0,SHP_103
103,WD,T000291,Downtown–Kabeza–Rubirizi (Peak),0,SHP_103
103,WD,T000292,Downtown–Kabeza–Rubirizi (Peak),0,SHP_103
103,WD,T000293,Downtown–Kabeza–Rubirizi (Peak),0,SHP_103
103,WD,T000294,Downtown–Kabeza–Rubirizi (Peak),0,SHP_103
103,WD,T000295,Downtown–Kabeza–Rubirizi (Peak),0,SHP_103
103,WD,T000296,Downtown–Kabeza–Rubirizi (Peak),0,SHP_103
103,WD,T000297,Downtown–Kabeza–Rubirizi (Peak),0,SHP_103
103,WD,T000298,Downtown–Kabeza–Rubirizi (Peak),0,SHP_103
103,WD,T000299,Downtown–Kabeza–Rubirizi (Peak),0,SHP_103
103,WD,T000300,Downtown–Kabeza–Rubirizi (Off-peak),0,SHP_103
103,WD,T000301,Downtown–Kabeza–Rubirizi (Off-peak),0,SHP_103
103,WD,T000302,Downtown–Kabeza–Rubirizi (Off-peak),0,SHP_103
103,WD,T000303,Downtown–Kabeza–Rubirizi (Off-peak),0,SHP_103
103,WD,T000304,Downtown–Kabeza–Rubirizi (Off-peak),0,SHP_103
103,WD,T000305,Downtown–Kabeza–Rubirizi (Off-peak),0,SHP_103
103,SAT,T000306,Downtown–Kabeza–Rubirizi (Off-peak),0,SHP_103
103,SAT,T000307,Downtown–Kabeza–Rubirizi (Off-peak),0,SHP_103
103,SAT,T000308,Downtown–Kabeza–Rubirizi (Off-peak),0,SHP_103
103,SAT,T000309,Downtown–Kabeza–Rubirizi (Off-peak),0,SHP_103
103,SAT,T000310,Downtown–Kabeza–Rubirizi (Off-peak),0,SHP_103
103,SAT,T000311,Downtown–Kabeza–Rubirizi (Off-peak),0,SHP_103
103,SAT,T000312,Downtown–Kabeza–Rubirizi (Off-peak),0,SHP_103
103,SAT,T000313,Downtown–Kabeza–Rubirizi (Off-peak),0,SHP_103
103,SAT,T000314,Downtown–Kabeza–Rubirizi (Off-peak),0,SHP_103
103,SAT,T000315,Downtown–Kabeza–Rubirizi (Off-peak),0,SHP_103
103,SAT,T000316,Downtown–Kabeza–Rubirizi (Off-peak),0,SHP_103
103,SAT,T000317,Downtown–Kabeza–Rubirizi (Off-peak),0,SHP_103
103,SAT,T000318,Downtown–Kabeza–Rubirizi (Off-peak),0,SHP_103
103,SAT,T000319,Downtown–Kabeza–Rubirizi (Off-peak),0,SHP_103
103,SAT,T000320,Downtown–Kabeza–Rubirizi (Off-peak),0,SHP_103
103,SAT,T000321,Downtown–Kabeza–Rubirizi (Off-peak),0,SHP_103
103,SAT,T000322,Downtown–Kabeza–Rubirizi (Off-peak),0,SHP_103
103,SAT,T000323,Downtown–Kabeza–Rubirizi (Off-peak),0,SHP_103
103,SAT,T000324,Downtown–Kabeza–Rubirizi (Off-peak),0,SHP_103
103,SAT,T000325,Downtown–Kabeza–Rubirizi (Off-peak),0,SHP_103
103,SAT,T000326,Downtown–Kabeza–Rubirizi (Off-peak),0,SHP_103
103,SAT,T000327,Downtown–Kabeza–Rubirizi (Off-peak),0,SHP_103
103,SAT,T000328,Downtown–Kabeza–Rubirizi (Off-peak),0,SHP_103
103,SAT,T000329,Downtown–Kabeza–Rubirizi (Off-peak),0,SHP_103
103,SAT,T000330,Downtown–Kabeza–Rubirizi (Off-peak),0,SHP_103
103,SAT,T000331,Downtown–Kabeza–Rubirizi (Off-peak),0,SHP_103
103,SAT,T000332,Downtown–Kabeza–Rubirizi (Off-peak),0,SHP_103
103,SAT,T000333,Downtown–Kabeza–Rubirizi (Off-peak),0,SHP_103
103,SAT,T000334,Downtown–Kabeza–Rubirizi (Off-peak),0,SHP_103
103,SAT,T000335,Downtown–Kabeza–Rubirizi (Off-peak),0,SHP_103
103,SAT,T000336,Downtown–Kabeza–Rubirizi (Off-peak),0,SHP_103
103,SAT,T000337,Downtown–Kabeza–Rubirizi (Off-peak),0,SHP_103
103,SAT,T000338,Downtown–Kabeza–Rubirizi (Off-peak),0,SHP_103
103,SUN,T000339,Downtown–Kabeza–Rubirizi (Off-peak),0,SHP_103
103,SUN,T000340,Downtown–Kabeza–Rubirizi (Off-peak),0,SHP_103
103,SUN,T000341,Downtown–Kabeza–Rubirizi (Off-peak),0,SHP_103
103,SUN,T000342,Downtown–Kabeza–Rubirizi (Off-peak),0,SHP_103
103,SUN,T000343,Downtown–Kabeza–Rubirizi (Off-peak),0,SHP_103
103,SUN,T000344,Downtown–Kabeza–Rubirizi (Off-peak),0,SHP_103
103,SUN,T000345,Downtown–Kabeza–Rubirizi (Off-peak),0,SHP_103
103,SUN,T000346,Downtown–Kabeza–Rubirizi (Off-peak),0,SHP_103
103,SUN,T000347,Downtown–Kabeza–Rubirizi (Off-peak),0,SHP_103
103,SUN,T000348,Downtown–Kabeza–Rubirizi (Off-peak),0,SHP_103
103,SUN,T000349,Downtown–Kabeza–Rubirizi (Off-peak),0,SHP_103
103,SUN,T000350,Downtown–Kabeza–Rubirizi (Off-peak),0,SHP_103
103,SUN,T000351,Downtown–Kabeza–Rubirizi (Off-peak),0,SHP_103
103,SUN,T000352,Downtown–Kabeza–Rubirizi (Off-peak),0,SHP_103
103,SUN,T000353,Downtown–Kabeza–Rubirizi (Off-peak),0,SHP_103
103,SUN,T000354,Downtown–Kabeza–Rubirizi (Off-peak),0,SHP_103
103,SUN,T000355,Downtown–Kabeza–Rubirizi (Off-peak),0,SHP_103
103,SUN,T000356,Downtown–Kabeza–Rubirizi (Off-peak),0,SHP_103
103,SUN,T000357,Downtown–Kabeza–Rubirizi (Off-peak),0,SHP_103
103,SUN,T000358,Downtown–Kabeza–Rubirizi (Off-peak),0,SHP_103
103,SUN,T000359,Downtown–Kabeza–Rubirizi (Off-peak),0,SHP_103
103,SUN,T000360,Downtown–Kabeza–Rubirizi (Off-peak),0,SHP_103
105,WD,T000361,Remera–Nyabugogo (Kacyiru) (Off-peak),0,SHP_105
105,WD,T000362,Remera–Nyabugogo (Kacyiru) (Off-peak),0,SHP_105
105,WD,T000363,Remera–Nyabugogo (Kacyiru) (Peak),0,SHP_105
105,WD,T000364,Remera–Nyabugogo (Kacyiru) (Peak),0,SHP_105
105,WD,T000365,Remera–Nyabugogo (Kacyiru) (Peak),0,SHP_105
105,WD,T000366,Remera–Nyabugogo (Kacyiru) (Peak),0,SHP_105
105,WD,T000367,Remera–Nyabugogo (Kacyiru) (Peak),0,SHP_105
105,WD,T000368,Remera–Nyabugogo (Kacyiru) (Peak),0,SHP_105
105,WD,T000369,Remera–Nyabugogo (Kacyiru) (Peak),0,SHP_105
105,WD,T000370,Remera–Nyabugogo (Kacyiru) (Peak),0,SHP_105
105,WD,T000371,Remera–Nyabugogo (Kacyiru) (Peak),0,SHP_105
105,WD,T000372,Remera–Nyabugogo (Kacyiru) (Peak),0,SHP_105
105,WD,T000373,Remera–Nyabugogo (Kacyiru) (Peak),0,SHP_105
105,WD,T000374,Remera–Nyabugogo (Kacyiru) (Peak),0,SHP_105
105,WD,T000375,Remera–Nyabugogo (Kacyiru) (Peak),0,SHP_105
105,WD,T000376,Remera–Nyabugogo (Kacyiru) (Peak),0,SHP_105
105,WD,T000377,Remera–Nyabugogo (Kacyiru) (Peak),0,SHP_105
105,WD,T000378,Remera–Nyabugogo (Kacyiru) (Peak),0,SHP_105
105,WD,T000379,Remera–Nyabugogo (Kacyiru) (Peak),0,SHP_105
